file,word_count,readability,missing_sections,style_errors,image_issues,has_adsense,has_affiliate,has_canonical,has_meta_desc,has_h1,broken_links
base64-to-image-guide-1.html,1688,,,,,True,True,True,True,True,
base64-to-image-guide-2.html,1559,,,,,True,True,True,True,True,
base64-to-image-guide-3.html,1762,,,,,True,True,True,True,True,
base64-to-image-guide-4.html,1739,,,,,True,True,True,True,True,
base64-to-image-guide-5.html,2091,,,,,True,True,True,True,True,
batch-convert-jpg-to-png.html,1909,,,,,True,True,True,True,True,
batch-convert-png-to-jpg.html,2141,,,,,True,True,True,True,True,
batch-convert-webp-to-jpg.html,1939,,,,,True,True,True,True,True,
blur-face-in-image.html,1602,,,,,True,True,True,True,True,
blur-image-background.html,1611,,,,,True,True,True,True,True,
blur-image-for-privacy.html,1681,,,,,True,True,True,True,True,
bmp-to-jpg-guide-1.html,1894,,,,,True,True,True,True,True,
bmp-to-jpg-guide-2.html,1669,,,,,True,True,True,True,True,
bmp-to-jpg-guide-3.html,1701,,,,,True,True,True,True,True,
bmp-to-jpg-guide-4.html,1715,,,,,True,True,True,True,True,
bmp-to-jpg-guide-5.html,1693,,,,,True,True,True,True,True,
compress-image-for-email.html,1903,,,,,True,True,True,True,True,
compress-image-for-website.html,1418,,"introduction,conclusion",,,True,True,True,True,True,
compress-image-for-whatsapp.html,1867,,,,,True,True,True,True,True,
compress-image-without-losing-quality.html,2146,,,,,True,True,True,True,True,
convert-image-to-black-and-white.html,1957,,,,,True,True,True,True,True,
convert-jpg-to-png-for-printing.html,1796,,,,,True,True,True,True,True,
convert-jpg-to-png-for-web.html,1713,,,,,True,True,True,True,True,
convert-jpg-to-png-with-transparency.html,1787,,,,,True,True,True,True,True,
convert-photo-to-black-and-white.html,1542,,,,,True,True,True,True,True,
convert-png-to-jpg-for-email.html,1863,,,,,True,True,True,True,True,
convert-png-to-jpg-for-website.html,1895,,,,,True,True,True,True,True,
convert-png-to-jpg-with-white-background.html,1589,,,,,True,True,True,True,True,
convert-webp-to-jpg-for-email.html,1613,,,,,True,True,True,True,True,
convert-webp-to-jpg-for-wordpress.html,1629,,,,,True,True,True,True,True,https://fastimgtool.com/tools/tools/tools/image-compressor
convert-webp-to-jpg.html,2137,,,,,True,True,True,True,True,
crop-image-aspect-ratio.html,1765,,,,,True,True,True,True,True,https://fastimgtool.com/tools/aspect-ratio-calculator
crop-image-for-passport.html,1564,,,,,True,True,True,True,True,
crop-image-for-website.html,1918,,,,,True,True,True,True,True,
crop-image-to-square.html,1686,,,,,True,True,True,True,True,
flip-image-for-design.html,1644,,,,,True,True,True,True,True,
flip-image-guide-1.html,1619,,,,,True,True,True,True,True,
flip-image-guide-2.html,2056,,,,,True,True,True,True,True,
flip-image-guide-3.html,2120,,,,,True,True,True,True,True,
flip-image-guide-4.html,2074,,,,,True,True,True,True,True,
flip-image-guide-5.html,1933,,,,,True,True,True,True,True,
flip-image-horizontally.html,1540,,,,,True,True,True,True,True,
flip-image-vertically.html,1821,,,,,True,True,True,True,True,
flip-vs-rotate.html,1931,,,,,True,True,True,True,True,https://fastimgtool.com/image-comparison-slider
gaussian-blur-vs-motion-blur.html,1962,,,,,True,True,True,True,True,
