file,word_count,readability,missing_sections,style_errors,image_issues,has_adsense,has_affiliate,has_canonical,has_meta_desc,has_h1,broken_links
base64-to-image-guide-1.html,1686,,,,,True,True,True,True,True,
base64-to-image-guide-2.html,1557,,,,,True,True,True,True,True,
base64-to-image-guide-3.html,1760,,,,,True,True,True,True,True,
base64-to-image-guide-4.html,1737,,,,,True,True,True,True,True,
base64-to-image-guide-5.html,2068,,,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
batch-convert-jpg-to-png.html,1907,,introduction,,,True,True,True,True,True,
batch-convert-png-to-jpg.html,2139,,"faq,conclusion",,,True,True,True,True,True,
batch-convert-webp-to-jpg.html,1916,,,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
blur-face-in-image.html,1579,,"introduction,faq,conclusion",missing footer,,True,True,True,True,True,https://fastimgtool.com/contact.html.html
blur-image-background.html,1609,,,,,True,True,True,True,True,
blur-image-for-privacy.html,1679,,,,,True,True,True,True,True,
bmp-to-jpg-guide-1.html,1883,,,,,True,True,True,True,True,
bmp-to-jpg-guide-2.html,1667,,,,,True,True,True,True,True,
bmp-to-jpg-guide-3.html,1699,,,,,True,True,True,True,True,
bmp-to-jpg-guide-4.html,1713,,,,,True,True,True,True,True,
bmp-to-jpg-guide-5.html,1691,,,,,True,True,True,True,True,
compress-image-for-email.html,1901,,,,,True,True,True,True,True,
compress-image-for-website.html,981,,"faq,conclusion",missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html
compress-image-for-whatsapp.html,1865,,,,,True,True,True,True,True,
compress-image-without-losing-quality.html,2144,,,,,True,True,True,True,True,
convert-image-to-black-and-white.html,1934,,"introduction,conclusion",missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
convert-jpg-to-png-for-printing.html,1773,,conclusion,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
convert-jpg-to-png-for-web.html,1711,,,,,True,True,True,True,True,
convert-jpg-to-png-with-transparency.html,1785,,,,,True,True,True,True,True,
convert-photo-to-black-and-white.html,1540,,,,,True,True,True,True,True,
convert-png-to-jpg-for-email.html,1840,,conclusion,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
convert-png-to-jpg-for-website.html,1893,,,,,True,True,True,True,True,
convert-png-to-jpg-with-white-background.html,1587,,introduction,,,True,True,True,True,True,
convert-webp-to-jpg-for-email.html,1611,,,,,True,True,True,True,True,
convert-webp-to-jpg-for-wordpress.html,1598,,conclusion,"missing navbar,missing footer",,True,True,True,True,True,https://fastimgtool.com/hosting
convert-webp-to-jpg.html,2113,,conclusion,missing footer,,True,True,True,True,True,
crop-image-aspect-ratio.html,1742,,conclusion,missing footer,,True,True,True,True,True,"https://fastimgtool.com/about.html.html.html.html,https://fastimgtool.com/tools/batch-convert"
crop-image-for-passport.html,1562,,,,,True,True,True,True,True,
crop-image-for-website.html,1895,,conclusion,missing footer,,True,True,True,True,True,"https://fastimgtool.com/about.html.html.html.html,https://fastimgtool.com/tools/batch-convert"
crop-image-to-square.html,1663,,conclusion,missing footer,,True,True,True,True,True,"https://fastimgtool.com/about.html.html.html.html,https://fastimgtool.com/tools/batch-convert"
flip-image-for-design.html,1620,,"faq,conclusion",missing footer,,True,True,True,True,True,
flip-image-guide-1.html,1617,,,,,True,True,True,True,True,
flip-image-guide-2.html,2033,,,,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
flip-image-guide-3.html,2097,,,missing footer,,True,True,True,True,True,"https://fastimgtool.com/about.html.html.html.html,https://fastimgtool.com/tools/batch-convert"
flip-image-guide-4.html,2051,,,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
flip-image-guide-5.html,1920,,,,,True,True,True,True,True,
flip-image-horizontally.html,1538,,,,,True,True,True,True,True,
flip-image-vertically.html,1798,,conclusion,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
flip-vs-rotate.html,1908,,,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
gaussian-blur-vs-motion-blur.html,1939,,,missing footer,,True,True,True,True,True,
gif-to-png-guide-1.html,1578,,,,,True,True,True,True,True,
gif-to-png-guide-2.html,1719,,,,,True,True,True,True,True,
gif-to-png-guide-3.html,1850,,,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
gif-to-png-guide-4.html,1573,,,,,True,True,True,True,True,
gif-to-png-guide-5.html,1726,,,missing footer,,True,True,True,True,True,
grayscale-vs-sepia.html,1893,,,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
heic-to-jpg-guide-1.html,1794,,,,,True,True,True,True,True,
heic-to-jpg-guide-2.html,1568,,,,,True,True,True,True,True,
heic-to-jpg-guide-3.html,2092,,,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
heic-to-jpg-guide-4.html,1763,,,,,True,True,True,True,True,
heic-to-jpg-guide-5.html,1671,,,,,True,True,True,True,True,
how-to-blur-image-online.html,1629,,"introduction,conclusion",missing footer,,True,True,True,True,True,
how-to-compress-image-online.html,841,,"faq,conclusion",missing footer,,True,True,True,True,True,https://fastimgtool.com/contact.html.html
how-to-convert-image-to-grayscale.html,2019,,conclusion,missing footer,,True,True,True,True,True,"https://fastimgtool.com/about.html.html.html.html,https://fastimgtool.com/tools/batch-convert"
how-to-convert-jpg-to-png.html,290,,"step-by-step,faq,conclusion",missing footer,,True,True,True,True,True,https://fastimgtool.com/contact.html.html
how-to-convert-png-to-jpg.html,1757,,,,,True,True,True,True,True,
how-to-convert-webp-to-jpg.html,1822,,,missing footer,,True,True,True,True,True,https://fastimgtool.com/tools/webp-to-png/
how-to-crop-image-online.html,999,,"faq,conclusion",missing footer,,True,True,True,True,True,https://fastimgtool.com/contact.html.html
how-to-flip-image-online.html,1709,,,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
how-to-resize-image-online.html,846,,"step-by-step,faq,conclusion",missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html
how-to-rotate-image-online.html,1954,,,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
how-to-sharpen-image-online.html,1215,,"introduction,faq,conclusion",missing footer,,True,True,True,True,True,https://fastimgtool.com/contact.html.html
image-blur-guide-1.html,1715,,,,,True,True,True,True,True,
image-blur-guide-2.html,1613,,,,,True,True,True,True,True,
image-blur-guide-3.html,1612,,,,,True,True,True,True,True,
image-blur-guide-4.html,1607,,,,,True,True,True,True,True,
image-blur-guide-5.html,1618,,,,,True,True,True,True,True,
image-brightness-guide-1.html,1627,,,,,True,True,True,True,True,
image-brightness-guide-2.html,2131,,introduction,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
image-brightness-guide-3.html,2253,,,,,True,True,True,True,True,
image-brightness-guide-4.html,1737,,,,,True,True,True,True,True,
image-brightness-guide-5.html,1924,,,,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
image-compressor-guide-1.html,1960,,,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
image-compressor-guide-2.html,2021,,,missing footer,,True,True,True,True,True,https://fastimgtool.com/about.html.html.html.html
image-compressor-guide-3.html,1598,,,,,True,True,True,True,True,
image-compressor-guide-4.html,1648,,,,,True,True,True,True,True,
image-compressor-guide-5.html,1613,,,,,True,True,True,True,True,
image-contrast-guide-1.html,1721,,conclusion,missing footer,,True,True,True,True,True,
image-contrast-guide-2.html,1694,,introduction,,,True,True,True,True,True,
